MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE,CPP,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,MFCC_6_mean,MFCC_7_mean,MFCC_8_mean,MFCC_9_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_1_std,MFCC_2_std,MFCC_3_std,MFCC_4_std,MFCC_5_std,MFCC_6_std,MFCC_7_std,MFCC_8_std,MFCC_9_std,MFCC_10_std,MFCC_11_std,MFCC_12_std,MFCC_13_std,F1_mean,F1_bw,F2_mean,F2_bw,F3_mean,F3_bw,spectral_tilt,status
-0.21062925,-0.0017847163,0.02583363,0.009658178,0.0035452202,0.015488284,0.02861561,-0.019366536,-0.038693566,0.303648,0.24384472,-0.23137923,0.020173028,-0.04887304,0.027776439,1.6785413,0.13737607,0.13967052,0.269223,0.0124371,0.45276532,-0.065311775,-0.013800463,0.1496407,0.008527029,0.35217977,0.27806476,-0.124926396,0.10426816,1.1872844,0.14432456,0.59930736,0.21988282,0.027941978,-0.2250831,0.14856437,0.094035715,-0.10105641,-0.007801716,-0.047065746,-0.0142895,-0.058281682,0.0028917554,-0.011727454,0.030070677,-0.0058132047,0.25808343,0.00022800639,0.03344888,0.018383587,-0.04600724,-0.0070794467,0.009137421,0.45000678,1
-0.18101674,0.0060142665,0.07399277,0.013076514,0.0085394615,0.006083578,0.03395849,-0.017478453,-0.094143055,0.40109244,0.29089907,-0.40220797,0.1415015,-1.0079747,-0.088658184,1.615961,-0.038796462,-0.053285807,0.22321531,0.015099894,-0.09419073,0.1430187,0.06919111,0.06457302,-0.017066536,0.24618977,0.17513192,-0.44622344,0.04703472,0.93253744,0.22076565,-0.14569515,0.06428177,0.03724116,0.81256163,-0.16219503,0.058708034,0.16840926,0.038584992,0.04723601,0.009062411,0.073835045,-0.00065744395,0.029140366,-0.018864363,0.016550174,-0.0874434,0.0006567709,0.08000392,0.00072967156,-0.06628267,0.008463263,-0.00967282,-0.017461684,1
-0.16964902,-0.008820523,0.06619667,0.0053213434,-0.0010112049,0.0042250007,-0.013225469,-0.054150745,-0.07412325,-0.6658862,-0.75642896,-0.21366343,0.11566526,-0.7035093,-0.11289808,1.2960222,-0.028580766,0.01643766,0.23470558,0.01601828,0.52636933,0.07254176,-0.0078050545,0.044791043,0.03728603,0.16711165,0.14537284,1.091231,0.06557618,1.0612817,0.2186342,0.49875546,0.37925726,0.028048677,-0.17634861,0.30538368,0.054296423,-0.055894997,-0.0055845715,-0.041111607,-0.0043051094,0.048118748,0.002808875,-0.0127859935,-0.0026376974,-0.00038051128,0.27488643,0.01171121,-0.046999577,0.016794309,-0.03812849,0.007228669,0.002063651,0.35775688,1
-0.1665798,-0.004686964,-0.09673246,-0.012754965,0.02575842,0.00028251065,-0.00536701,0.11241633,0.22110134,0.3841959,0.35599926,0.96252626,0.10492243,0.3889909,0.13482417,1.2658972,-0.046559114,-0.059532214,0.05460284,-0.0008661223,-0.073597394,0.28931805,-0.015829222,0.100117266,0.002504376,0.09906823,0.10050119,-0.12015886,0.11093337,-0.4260657,-0.22955109,-0.112349525,0.15840973,-0.05013605,1.3412277,0.17366003,-0.022645025,0.2511476,-0.027624972,0.03974802,0.012026424,0.099153146,0.008587567,0.04945758,-0.047907747,0.0063443705,-0.07783857,-0.0075482093,-0.042432666,-0.014509767,0.043729007,-0.00021617021,-0.0028612546,-0.20857382,1
-0.18338753,0.001454534,0.07325503,0.008935909,0.009846325,0.01010239,-0.029620487,-0.103092834,-0.14242835,-0.76367503,-0.8551044,-0.38077587,0.20666243,-0.81460214,0.11885455,1.1641014,-0.030065995,-0.045085497,0.1649793,0.019469358,-0.11322208,0.08189231,0.07790167,0.08532669,0.034217067,-0.22150394,0.07414808,1.0458157,0.07767328,0.75520325,-0.111334436,0.48197678,0.35154894,-0.027924325,0.8504954,-0.045906246,-0.034939766,0.17742941,0.02843634,0.07276885,0.008671204,0.06459342,0.0008212045,0.03746733,-0.011650729,0.015406232,-0.10861768,0.023837779,0.039483048,-0.002954509,0.04677839,0.016665822,-0.0075032758,0.6402305,1
-0.13346945,-0.02811609,-0.14905299,5.211914e-05,0.0039124163,0.005954502,0.026076196,-0.024949787,-0.017786684,0.39265934,0.25894153,-0.06871454,0.10868629,0.37552312,0.13914339,1.7206392,-0.051815443,-0.07806821,-0.1990863,0.00055385195,-0.10701549,-0.109750986,0.07702802,0.11850365,0.0018203505,-0.081035435,0.05291316,-0.12268772,0.09032023,0.4010848,0.2663117,0.5562344,0.0050835675,-0.056442477,1.1095754,0.1564739,-0.04378243,0.21111749,0.06650191,0.046717606,0.009943195,0.089385875,0.0015572795,0.03225134,-0.011101786,-0.008638464,-0.094179854,-0.00017276546,0.08484468,-0.0019838477,0.047181286,0.0006902346,0.009686611,0.38076967,1
-0.22268063,0.0015725954,0.032698575,0.014849024,0.009573242,0.016327664,0.038103364,-0.02684568,-0.044403788,0.2913944,0.17601377,-0.26208898,0.11284543,-0.0016628848,0.031260297,1.221978,0.15592408,0.16765451,0.2706369,-0.0027494284,0.4297485,-0.08044266,-0.033719067,0.1535456,0.009113385,0.3534301,0.27945665,-0.24368817,0.11290881,1.2198542,0.042291246,0.6009254,0.22889358,0.026846247,-0.27144137,0.15121014,0.09432551,-0.093817405,-0.0055128476,-0.038793128,-0.0061113886,-0.057128496,0.005819202,-0.011465838,0.08718039,0.02879968,0.26212186,0.012125851,0.06526107,0.01862811,-0.03018559,-0.0013150877,0.008823456,0.4603889,1
-0.19851173,-0.00818746,0.026017766,0.02306176,0.00891152,0.005314487,0.05325646,-0.016119856,-0.072587565,0.3500281,0.26315153,-0.32424685,0.14067978,0.3861681,0.14574526,1.7474912,0.101718575,-0.032636546,0.20070352,-0.020228118,-0.07441955,0.20026346,0.07441672,0.11041967,0.01078535,-0.2200231,-0.00052369596,-0.36503688,0.17328484,0.8497604,-0.3123064,0.60359615,-0.14930297,0.031547993,0.8636871,0.026944041,0.03952262,0.21454474,-0.029611424,0.0839059,0.0075681936,0.08268296,0.0024888162,0.03199453,-0.030558418,-0.011661667,-0.07937607,0.00025947718,0.06038478,-0.005228065,0.05113346,-0.011964693,0.007952355,0.44783568,1
-0.14493345,-0.00049649185,-0.0049544685,0.016429223,0.009866286,0.017732857,0.04070306,-0.015917718,-0.06802309,0.35659787,0.24172324,-0.25054798,0.15758726,0.3642471,-0.140865,1.6471292,-0.012103209,0.15385339,0.138987,0.007444664,0.2759835,-0.099341296,-0.037070196,0.16098021,0.0052488535,0.33004734,0.21486071,-0.41804877,0.13115169,1.2051657,0.33099592,0.63071334,0.14396463,0.009611849,-0.32215124,-0.11815826,0.059125744,0.12689565,-0.0016179287,-0.029097907,-0.01462535,-0.040667973,0.005363785,-0.01071134,-0.017470842,-0.0051254197,0.2116804,0.01022912,-0.030370655,0.022399018,-0.0032853954,-0.001674941,0.009373358,0.4325446,1
-0.1251902,-0.02410085,-0.13020541,-0.005561818,0.02477803,0.004727626,0.02612968,0.09037053,0.19550774,0.35064828,0.3098562,0.77907795,0.12312343,0.33902386,0.14557835,0.83222187,-0.04591918,-0.07197701,-0.608352,-0.0017056086,-0.07715476,0.2975918,0.04175874,0.093369044,0.0054950034,-0.09050928,0.24813749,-0.31992927,0.16289575,-0.68804526,-0.2778626,0.43457344,0.032871313,0.030826693,1.3752213,0.20606141,-0.033629477,0.20902866,0.05805131,0.13573945,0.009949967,0.10468584,0.0056787673,0.038681656,0.0018776455,0.0009939992,-0.051920515,-0.0067507206,0.05913066,-0.009742156,0.034779605,0.00424736,-0.03557903,0.058886983,1
-0.14488813,0.0090921465,-0.050231528,0.026782833,0.0119571835,0.0060996506,0.06091006,-0.02261111,-0.039570425,0.4436217,0.29481933,-0.19226035,0.12790011,0.3386684,0.010809859,1.7898264,-0.049091946,-0.0704113,0.20271043,0.00085846893,-0.07042796,0.21316467,0.0054548956,-0.15124494,0.005568103,-0.11012342,0.15487105,-0.41156772,0.1471556,-0.2871714,0.22215544,0.63034993,-0.096430555,-0.020940257,1.0986654,0.13101804,-0.03653269,0.19582437,0.05142056,0.097648926,0.009153703,0.07604344,0.0013872206,0.04499492,-0.007636903,-0.019708125,-0.06325335,-0.0038821264,0.08229183,0.01005176,0.057796165,0.0048300033,0.012881817,0.0639319,1
-0.12340474,-0.023428755,-0.05487364,0.019130284,0.0047148024,0.009250134,0.045507476,-0.09083206,-0.080025636,-0.7267433,-0.77906257,-0.3860146,0.16188148,0.35571226,0.08831064,1.4223237,-0.039038483,-0.06233689,0.20623338,0.0008963407,-0.14535436,-0.1442626,0.059017573,0.14944473,0.008732269,0.20606562,0.19362259,0.96801054,0.12971972,0.89885455,-0.14518948,-0.12152414,-0.09775676,-0.014731728,0.84820276,0.05825498,-0.043716554,0.17764395,0.030005617,0.053293273,0.008351099,0.034391478,-0.004552342,-0.0030768216,-0.017359525,-4.456262e-06,-0.12646,0.0037824167,0.04932953,-0.0048292456,0.04408341,0.019228531,-0.004855863,0.60713255,1
-0.13851623,-0.02604934,-0.069950685,0.00913893,0.0031720353,0.0077625955,0.04434941,0.00093884836,0.02462681,0.4482848,0.37521458,-0.054942638,0.13050972,0.45431057,-0.1131577,1.8193868,-0.047177278,-0.06833656,0.121313035,-0.0007986997,-0.07340209,0.21895453,-0.028009888,0.029314974,-0.0075293346,0.12509389,0.15912728,-0.38686156,-0.12420267,0.78665656,0.007761587,0.33926183,-0.04742824,-0.020009244,1.0284675,0.1564919,-0.044687513,0.18666795,0.090553954,0.090955324,0.010026,0.08104947,0.003391502,0.035751786,-0.008064736,-0.011396732,-0.078257546,-0.005828443,0.089094736,0.018339695,-0.060604066,0.0067434404,-0.004403631,-0.23492147,1
-0.1462372,-0.0044545964,-0.0036217347,0.012646447,0.009637513,0.013084211,0.037532493,-0.05938967,-0.055981528,0.3380066,0.22098185,-0.25481007,0.14931355,0.31624064,-0.1364567,1.5971208,0.047017347,0.15372212,0.14746465,0.007444664,-0.17178638,-0.09902725,-0.015017619,0.1665547,0.012169405,0.30714327,0.21175334,0.23228835,0.14462392,1.0871665,0.32811886,0.59515476,0.30545783,-0.00957143,-0.33298928,0.06825676,0.034974486,-0.029805833,0.007677329,-0.047665793,-0.0146713,-0.04826985,-0.0021688687,-0.014215082,0.09174897,0.028775577,0.3335918,0.0056149713,-0.032601945,0.01977104,-0.007979507,0.0048571276,0.009753171,0.45207548,1
-0.122564524,-0.007427433,-0.12089237,0.0068947207,0.024284672,0.009478848,0.04131201,0.10242202,0.054790784,0.4106814,0.33516252,0.7975648,0.12040608,0.40912566,-0.15346669,1.6353353,-0.04256908,-0.05801557,0.045747004,-0.000778564,-0.06477919,-0.20305116,-0.01567604,0.09547045,-0.004954061,0.21417777,0.244907,-0.35702407,0.16472247,0.7783497,-0.26254997,-0.21522789,-0.14340167,-0.023477463,1.0553533,0.12001984,-0.037505448,0.17216644,0.05978246,0.08540312,0.010749908,0.08005765,-0.0074371826,0.032912165,-0.006323453,-0.0154198725,-0.08408788,-0.0064239865,-0.034459844,-0.02633446,-0.039892618,-0.004566552,0.012208691,-0.13010485,1
-0.11907944,-0.01887613,-0.10705081,0.02306176,0.009504043,0.007681197,0.03916826,-0.029390525,-0.06556545,0.41102314,0.2603895,-0.40451255,0.13695623,0.45207155,0.12890206,1.8444579,-0.050552808,-0.06781198,0.15570053,-0.00022268016,-0.07827814,0.19131558,-0.017625095,0.10179307,-0.008770707,0.23664388,0.2071308,-0.39253765,0.15602306,0.93662924,-0.194854,-0.12344425,-0.13224804,-0.04772086,0.9192692,0.13007529,-0.04560147,0.20549016,-0.012070568,0.037232794,0.009516852,0.0840645,-0.009683636,-0.0070932084,-0.010692326,-0.016125325,-0.082369015,-0.0070854584,-0.06503312,-0.034393407,-0.014517022,0.00087497476,0.012007157,-0.22725078,1
-0.12239935,0.003984392,-0.119407035,-0.00398006,0.004455787,0.00505971,0.00876875,-0.010686751,-0.0062145586,0.33619115,0.21841817,0.03705476,0.09407093,0.34705737,0.13139603,1.7818894,-0.045463223,-0.06747674,-0.24864404,-0.000778564,-0.09709057,-0.1703955,0.06323934,0.091085464,0.004713449,0.14234914,0.2179048,-0.19383016,0.16907214,0.9061067,-0.28326082,-0.10994929,-0.1407894,-0.025987076,0.9948156,0.17273222,-0.041806463,0.22205156,0.0663487,0.083700344,0.006609426,0.08516119,0.0054183616,0.00043173577,-0.012219387,0.0018640357,-0.084256664,-0.005440072,-0.039634608,-0.0007154157,0.04490015,0.016466137,-0.039464988,0.37749615,1
0.17169912,0.003903686,0.025289675,0.019279756,0.0056023574,0.0053343447,0.034288824,-0.014827743,-0.035204384,0.07455504,0.14260228,-0.21561292,0.17240599,0.43079922,-0.07741298,1.2142617,0.13168956,0.15189207,0.3038377,-0.00075986143,0.45816943,-0.061369006,-0.014113981,0.16909268,0.011676802,0.27345154,0.23107596,0.74519074,0.10281722,1.0837065,0.3087419,0.5892665,0.22797206,0.04074096,-0.42027825,0.0049608075,0.01600228,-0.10464707,-0.020138424,-0.044951167,0.005546595,-0.051736474,0.0017928039,-0.011204003,-0.015954033,-0.005133796,0.25623477,0.00050397683,0.013955548,0.0026275136,-0.04215087,-0.0010694432,0.008248613,-0.014677942,1
-0.16163507,-0.016587194,-0.046864085,0.014916935,0.008642343,0.007948787,0.04796022,-0.035298243,-0.098743044,0.17245513,0.24754305,-0.39975762,0.14972825,-0.042856894,-0.1612916,1.650956,-0.03562964,-0.07131906,0.21013603,0.012618211,-0.09035584,0.14625451,0.07255144,-0.17943808,0.011251358,-0.15438193,0.11897718,-0.3874275,0.086949214,0.36043802,0.19862095,0.61436605,0.2419271,-0.056565557,0.97745204,0.07402497,-0.039190877,0.19065681,0.05281859,0.086635396,0.006377737,0.040599898,-0.00091967755,0.03422138,-0.020778617,-0.0055218474,-0.08593178,-0.0049776756,0.049968384,0.012371118,0.040441312,0.0072020753,0.01667772,0.102960795,1
-0.10418655,0.0034632497,0.02932438,0.017403519,0.008624109,0.010724254,0.040041856,-0.008998235,-0.032168668,0.25702122,0.21378815,-0.22630793,0.1705899,0.43733925,-0.11917463,1.521923,0.13057478,0.15687059,0.30442894,0.0056410474,0.44869748,-0.06939976,-0.012498343,0.17639413,0.010963018,0.26179388,0.24438429,0.7268736,0.10592801,1.0355968,0.32573888,0.5898367,0.2755016,0.042237636,-0.54193246,-0.17248613,-0.082722925,-0.12986176,-0.008698227,-0.011548572,-0.0067809536,-0.048368044,-0.0039022947,-0.015402833,-0.029855313,-0.012571417,-0.03135039,0.0051787565,-0.019263653,-0.00023459131,-0.039125334,-0.0032421127,0.006397752,0.14269194,1
-0.14514424,0.0033044554,-0.075570196,0.024691999,0.014092876,0.010132634,0.06587608,-0.01668199,0.0031363699,0.46383145,0.32231542,-0.029530548,0.1198398,0.4566187,0.14114393,1.8582019,-0.048659474,-0.07493366,0.20818862,-0.00038168533,-0.086939804,0.20856728,-0.035062034,0.055515863,-0.010586127,0.24574707,0.1926549,-0.41300946,0.06613893,0.36666232,0.024604255,0.5063805,-0.1436441,0.036461323,1.0152172,0.13329859,-0.04357302,0.19043294,0.059622154,0.09764178,0.008593971,0.08976869,0.0028021154,0.033830978,-0.006428112,-0.0022619162,-0.075697765,-0.0052670906,0.05823434,0.014840186,-0.017919086,0.005377089,0.012142913,-0.1510101,1
-0.141874,-0.027919663,-0.09324401,0.007190381,0.011396779,0.005914855,0.030726157,0.008958291,0.0596443,0.3503314,0.24015342,0.044450533,0.1341985,0.369669,0.026102036,1.8141756,-0.041633286,-0.07307025,0.17663226,-0.0005969466,-0.08232474,0.2761895,0.106281914,0.103983596,0.0107651055,-0.090813205,0.24385698,-0.35570464,0.14451009,-0.81574345,-0.334695,0.56056964,0.16101278,0.033588514,1.1321639,0.15240963,-0.04051958,0.22111468,0.041540354,-0.041297898,-0.02332802,-0.16324551,-0.0062807146,-0.030091241,-0.044457283,-0.020230059,-0.074438006,-0.005506571,0.07167154,-0.0005326031,0.04444476,-0.000711504,-0.015027455,0.36311772,1
0.6899379,0.023511898,0.05049728,0.025313266,0.03951693,0.007116211,0.037940055,0.042682093,0.11308691,0.26634946,0.24619249,0.6994651,0.09432709,0.34178978,0.069672704,-1.2523375,0.1943509,0.2083853,0.15772122,0.009638744,-0.065011054,0.22451843,-0.019301083,0.056944888,0.015373278,0.24588843,0.20645007,-0.47919476,0.25340888,-0.9034561,-0.3343668,0.6904055,-0.17568463,0.043120116,0.7130847,-0.17232065,-0.034342185,-0.030470472,0.02701815,0.05596418,-0.011244156,-0.1437704,-0.005415047,-0.015766539,-0.021856224,-0.0140715055,-0.07666453,-0.019863144,-0.075720124,0.030696115,0.03251785,0.012477585,0.011337501,0.029380161,1
-0.13848563,0.004250551,0.015938655,0.0089682285,0.009623655,0.015136622,-0.02369022,-0.010083645,-0.043524187,0.30324662,0.2556064,-0.20007408,-0.19503455,-0.791351,-0.14431915,1.4693207,0.12077132,0.10185636,0.2610389,0.015633767,0.31614074,-0.06531919,-0.023647325,0.117121406,0.036750752,0.3571487,0.2591542,-0.45615554,0.10020992,1.1851859,0.29929328,0.59744036,0.1444104,-0.0019216699,-0.1840197,0.22207823,0.09798942,-0.087571636,0.0061115315,0.035719004,-0.014495736,-0.0597006,0.0015564216,-0.010231701,-0.029645935,-0.015217796,0.3085778,0.0032283328,0.028949562,-0.002320785,-0.031837307,-0.0014657798,0.0011496575,0.6787017,1
0.6132224,0.0052664997,-0.12110858,0.00556772,0.02087105,0.006035218,-0.0346336,0.08270172,0.21498923,0.2452122,0.27176365,1.0989939,0.103601985,0.274417,0.12357343,-1.1542388,-0.083016485,-0.09725246,0.037585814,-0.0116556315,-0.08300897,0.303295,0.060380172,0.053261098,-0.013579795,-0.19239615,0.18997908,-0.35774344,0.030838683,-0.7627977,-0.17808937,0.51379037,0.3490246,0.04239171,1.655044,0.1004023,-0.035914097,-0.07574252,-0.04160853,0.0749412,-0.017864106,0.042163275,-0.006511585,0.04531602,-0.0077663735,-0.019284198,-0.073467165,0.030843753,-0.05347604,0.0025597345,0.044551402,-0.00036359322,0.010814967,0.20352536,1
0.52414614,0.02617806,0.08357047,-0.022202758,-0.02094791,-0.014553819,-0.029498892,0.2622941,0.20577362,0.30988315,0.69065994,1.3308113,0.06724502,0.24639796,0.11605275,-0.9235666,-0.049762793,-0.07286333,0.051237438,0.0032947953,-0.07115256,-0.2093784,0.00021394726,0.06450276,-0.01963117,-0.14189024,0.30087185,0.22696672,0.07140361,-0.36434796,-0.4023385,-0.1275774,0.023261242,0.046656825,1.5536159,0.12042724,-0.038786516,-0.047082268,-0.034656473,-0.09840859,0.00701384,0.09260554,0.00047400116,0.0048449077,-0.016021635,-0.0015297192,-0.09482272,-0.020624626,-0.053527277,-0.004550839,0.055091217,-0.0027658353,0.01159005,0.36063117,1
0.68220717,0.02794635,0.024269227,0.016643187,0.0049197124,0.0159488,0.02825333,-0.015651392,-0.057651658,0.24521248,0.16122213,-0.2750249,-0.09132451,-0.4237481,0.100748084,-1.0466568,0.21865956,0.19579011,0.21586873,0.006753088,0.30605224,-0.078917116,-0.034496218,-0.07145565,0.021039875,0.3095545,0.3087451,-0.48356655,0.22483847,1.4515513,0.35646334,0.7082672,-0.18273516,-0.011121012,-0.24578898,0.13757594,0.10126282,-0.09366478,0.025054758,0.0033798462,0.001099583,-0.053507768,0.010035753,-0.004531132,-0.015705375,0.05218843,0.22777103,0.010765472,0.031164136,0.018466227,-0.05028655,0.0048264377,0.012046708,0.6968149,1
0.56890255,0.018470522,0.081047855,-0.00042482163,0.019594487,-0.011938807,-0.038699515,0.076817125,0.18450531,0.34483638,0.7204288,0.7730505,0.093980625,0.29416206,0.115565486,-1.0613247,-0.078784436,-0.07401661,0.015244898,0.0012960951,-0.065934435,0.05117456,-0.01652106,0.052330475,0.004835543,0.04516583,0.2835499,-0.46415582,0.20199415,-0.8106515,-0.353721,0.51653636,-0.17690441,-0.022256346,1.5585188,0.008252611,-0.041250784,0.21650247,0.03699628,-0.122669645,0.0034109894,0.0478013,0.003639767,-0.01504405,-0.008544117,0.0030422043,-0.07080373,-0.025339242,-0.07496104,0.0072778286,0.037620775,0.0030244226,-0.007534749,-0.013877546,1
0.74471825,0.027164143,0.028590905,0.030696139,0.0047572567,0.016688978,0.014235683,-0.016102785,-0.047734935,0.27033398,0.1536691,-0.2631423,0.124001555,0.26332384,-0.13927196,-0.77465963,0.21562594,0.21951944,0.24411266,0.0053259647,0.4621639,-0.08557507,-0.016042877,0.08464575,0.016188782,0.32983896,0.32875055,-0.3259517,0.108632796,1.4600191,0.40788713,0.73997307,0.011332018,0.035708822,-0.29105163,0.09646799,0.110760376,-0.098560646,-0.020080954,-0.047412407,0.00044301362,-0.05197219,0.010062893,-0.008788235,0.005897675,0.016351042,0.27654755,0.017483616,0.039598648,0.020344274,-0.042504553,0.000820374,0.00030633283,0.64602727,1
0.68313414,0.033135485,0.035854787,0.029674472,0.0049176402,0.009759318,0.0553151,-0.023582807,-0.08934402,0.23050298,0.15786915,-0.35797417,0.12179562,0.26581526,0.017920181,-1.208313,0.2839918,0.26430705,0.21681318,0.0018527679,-0.11131215,0.35661498,-0.0024934919,0.08788376,0.005486948,-0.040814754,-0.034866627,-0.43621826,0.28264982,0.46822667,-0.2867742,0.81250584,-0.14893147,0.03897146,-0.5750388,-0.122355394,0.103185914,0.2687558,0.022401463,0.05497177,0.00948716,0.031103386,-0.00020315929,-0.0065610637,-0.027769865,-0.015739895,-0.095841244,0.029302265,0.036073014,0.02886096,0.037798986,0.016187899,0.012156074,0.32657644,1
0.7439275,0.013833457,0.028855722,0.016571574,0.038367588,0.0069663967,0.025514787,0.084952265,0.14299773,0.34235197,0.31655675,0.67252445,-0.14020316,0.32835078,0.14598918,-1.0600231,0.22066037,0.23550114,-0.01187909,0.0075702993,-0.0886766,0.28242514,-0.029419238,0.026860083,0.005071699,-0.01596134,0.01141695,-0.35025123,0.25344536,0.8560591,-0.31191027,0.5597492,-0.03458613,0.046226703,-0.6987805,-0.1259737,-0.082516104,0.1911382,0.012760961,0.074903525,0.0002780998,0.081321664,-0.010220907,-0.011158503,-0.046900466,-0.01486357,-0.08476441,0.031925395,0.04283656,0.023162652,0.048760705,8.984422e-05,0.013339454,0.31335995,1
0.3662072,0.0039490713,0.03264322,0.016021488,0.009559261,0.017221384,-0.023204194,-0.014743185,-0.0418727,0.29387897,0.20567858,-0.23703665,0.14779423,0.35597956,-0.07032668,0.8282952,0.16281681,0.17723593,0.28570244,0.0036055376,0.44363877,-0.07563262,-0.013202257,0.15248176,0.016339706,0.32828417,0.28772074,-0.0041690595,0.110320106,1.1786153,0.31556177,0.6449233,0.010856288,0.034556158,-0.24275115,0.1414697,0.10440251,-0.09879832,-0.02257839,-0.04669557,-0.009765001,-0.053297993,0.0027732265,-0.013114291,-0.013479911,0.033059046,0.2458242,0.009156955,-0.025918515,0.0084579,-0.04090933,9.6029486e-05,0.005444703,0.5594531,1
0.30785215,0.004415227,0.027510507,0.013255827,0.009101021,0.0060710856,-0.021051643,-0.009383658,-0.03437971,0.10833872,0.21524732,-0.21143124,0.15160602,0.3184365,-0.060680717,1.1438695,0.12389614,0.13731968,0.29113764,0.005213693,0.4497932,-0.067699455,-0.016878814,0.15124986,0.017772675,0.3203217,0.28499925,0.1980396,0.10421336,1.15623,0.29833063,0.6094386,0.062142093,0.039090768,-0.22251531,0.15296568,0.098032355,-0.10230615,-0.018871253,-0.043506037,-0.009765001,-0.049342565,0.0028651138,-0.013748691,-0.022371484,-0.0011531367,0.24116929,0.008705186,-0.034052093,0.0084579,-0.041457396,-0.00066033204,0.003331015,0.57231927,1
-0.29307976,0.009097443,0.030283546,0.025434947,0.011685882,0.015280494,0.044758543,-0.029583605,-0.069298945,0.32214895,0.16402371,-0.30461556,-0.16467065,0.29342166,0.1398054,-0.51198643,0.18523435,0.19077165,0.25560015,0.005787584,0.34720498,0.18898736,0.10016951,-0.10820261,0.018953856,0.3434603,0.2805533,-0.4413016,0.21732934,0.08866445,0.41841722,0.7180423,-0.148084,-0.015258977,-0.42575026,-0.15813527,0.11496947,-0.1428154,-0.01958086,-0.051177457,-0.0027962434,-0.082721576,0.0036931871,-0.002271059,-0.02883052,-0.005840901,-0.118398935,0.024190005,0.06915127,0.011627909,0.004219104,0.0013326256,0.007947603,0.65591466,1
0.5048178,0.020898,-0.09796442,-0.020515941,-0.02094791,-0.01440634,-0.027986597,0.24608125,0.19209795,0.2719504,0.5962419,1.3127561,0.06656307,0.2414745,0.1220465,-0.95072037,-0.074514076,-0.07304723,0.013729795,-0.007934029,-0.074316576,-0.19658741,0.057216473,0.06443263,-0.013102489,-0.08336163,0.26662454,0.40791208,0.079824686,-0.12421467,-0.37071273,-0.2305236,0.011480092,0.04383892,1.5118908,0.18671249,-0.033911202,0.20033729,-0.04773493,-0.07355517,0.011226178,0.08619099,-0.0044622514,0.049509328,-0.011743612,0.0011850483,-0.08957868,-0.013849242,-0.054270975,-0.005821884,0.06002646,0.009389084,-0.017751364,0.3495274,1
-0.139597,0.00078128785,0.02495222,0.015535576,0.010123748,0.019514827,0.035627026,-0.013294879,-0.038899835,0.37495753,0.26884672,-0.19894736,-0.23213184,-0.09234666,-0.154736,1.6131616,0.11795215,0.12439512,0.2694941,-0.0011691737,-0.14785708,-0.07452008,-0.02690565,0.13154458,0.0193254,0.3465957,0.22236641,-0.3813853,0.12254795,1.1589521,0.3315486,0.5993363,0.044644095,-0.02457964,-0.28736907,0.16479483,0.1129331,-0.10748574,-0.0013443937,-0.03461969,-0.0059372825,-0.02232991,-0.0034083375,-0.012989171,0.10174995,0.0227511,0.32179233,-0.00013885926,0.07208086,0.019931283,-0.008535476,-0.0060920827,0.007566398,0.5593807,1
0.6409499,-0.0002943587,0.09035668,0.034545634,0.006680515,0.014204979,0.065257154,-0.03744991,-0.09844377,0.18760513,0.07032295,-0.39873064,0.126199,0.31766725,0.15629621,-0.99483347,0.030254573,0.20816253,0.14485538,0.005348491,-0.08585678,0.264824,0.1203159,0.100500695,-0.010353996,-0.21402617,0.28494185,-0.4064411,-0.15231065,-0.8645992,-0.26832005,0.8719123,0.4507138,-0.043645967,0.6011507,-0.15822563,-0.05581464,-0.0419618,-0.033631418,0.11778218,-0.0061598076,0.07505295,0.005187602,-0.009574074,-0.044384684,-0.016629986,-0.10767792,0.03413242,0.035911784,-0.003050841,0.081041485,-0.0011996734,0.029948646,0.48781884,1
-0.139363,0.015223071,0.07830606,0.023628017,0.011766067,0.005760676,0.059503876,-0.030128665,-0.029517408,0.43169338,0.2734702,-0.38749054,-0.14378594,0.4193933,0.15496051,1.8021104,-0.038363893,-0.07414522,0.20385107,0.00036521768,-0.0840347,0.21530041,0.09848674,-0.18418254,-0.0022127556,0.23401804,-0.01131006,-0.36700755,0.02526698,-0.6944332,0.2566394,0.59786636,-0.13395575,0.060323454,1.1549798,0.13741218,-0.031028677,0.20077214,0.03570792,0.10698747,0.008868502,0.08628647,0.007010068,0.03829147,-0.0135856075,-0.00012242794,-0.072263405,0.020494994,0.0733811,0.012935734,0.057452384,-0.00021596649,0.0128558185,-0.028704867,1
